id,Address_US,Freq,last_update,Web,Gender,Address_RES,Purchase
830,1,4,218,1,0,0,1
831,1,1,930,0,1,1,0
832,1,1,890,1,1,0,0
833,1,2,1710,1,1,1,0
834,1,1,2786,0,1,0,0
835,0,11,918,0,1,0,1
836,0,1,920,1,1,0,0
837,1,4,1240,0,1,0,1
838,1,0,3694,0,1,0,0
839,1,2,4005,0,1,0,1
840,1,2,1618,1,0,1,1
841,1,2,1882,0,0,1,0
842,1,1,1646,0,1,1,0
843,1,3,3573,0,0,0,1
844,1,2,1962,0,0,1,0
845,0,1,1589,1,0,0,0
846,1,1,1277,1,0,0,1
847,1,0,3852,0,1,0,0
848,1,1,3024,0,0,0,0
849,1,0,3107,0,0,0,0
850,0,1,3944,1,1,0,1
851,1,4,801,1,1,0,1
852,1,3,1759,1,1,1,1
853,1,1,2999,1,1,0,1
854,0,4,1794,1,1,0,1
855,1,2,2975,0,0,0,1
856,1,4,610,0,0,1,1
857,1,1,3446,0,1,0,0
858,1,1,862,0,1,0,0
859,1,1,3397,1,0,0,0
860,1,1,869,0,1,0,0
861,1,1,1261,1,0,1,0
862,1,1,1752,0,1,0,1
863,1,1,3822,1,0,0,1
864,1,1,3047,1,1,1,0
865,1,2,744,0,1,1,0
866,1,1,1827,1,1,0,0
867,1,2,3536,0,1,0,1
868,1,3,1121,1,1,0,1
869,1,1,3852,1,1,0,1
870,1,1,608,0,1,0,0
871,1,2,2018,0,1,0,1
872,1,0,2744,0,0,0,0
873,1,2,1240,1,1,0,1
874,1,2,834,0,0,1,0
875,1,3,2438,1,0,1,1
876,0,1,2487,0,0,0,0
877,1,1,2117,0,1,0,1
878,1,1,2138,1,0,1,0
879,1,3,3522,0,0,0,0
880,1,2,2009,0,1,0,1
881,1,0,3694,0,1,0,0
882,0,2,2418,0,0,0,1
883,1,1,1095,1,0,1,0
884,1,0,3747,0,1,0,0
885,1,0,3158,0,0,0,0
886,1,0,162,0,0,0,0
887,1,2,1780,1,0,1,1
888,1,3,2893,0,1,0,1
889,1,0,3680,1,0,0,0
890,1,2,1646,0,0,1,0
891,1,0,2901,0,0,0,0
892,1,1,2863,0,1,1,0
893,1,4,332,1,1,0,1
894,1,2,1465,0,0,0,1
895,1,3,822,0,0,0,1
896,1,2,216,1,0,0,1
897,1,2,834,1,0,1,0
898,1,1,2544,1,0,0,1
899,1,1,2912,1,1,0,1
900,0,1,17,0,1,0,0
901,1,2,1752,1,0,1,0
902,1,1,2508,0,0,0,1
903,1,1,868,1,1,0,0
904,1,0,2900,1,0,0,0
905,1,8,1030,1,0,0,1
906,0,1,3578,1,0,1,1
907,1,1,891,1,1,0,1
908,1,0,2968,1,1,0,0
909,1,1,2962,0,0,0,1
910,1,0,2728,0,0,0,0
911,1,0,1232,0,1,0,0
912,1,1,3171,0,1,0,1
913,0,1,1107,0,0,0,0
914,1,1,3454,0,0,0,0
915,1,2,2527,0,0,0,1
916,1,2,3201,0,0,0,0
917,1,1,3822,0,1,0,1
918,1,3,1794,1,1,0,1
919,1,13,281,1,0,0,1
920,1,0,3944,1,1,0,0
921,1,0,2742,0,0,0,0
922,1,1,3641,0,1,0,0
923,1,3,2814,0,0,0,1
924,1,1,2107,1,0,0,1
925,0,1,3425,1,1,0,0
926,1,1,1218,1,1,0,1
927,1,3,400,1,1,0,1
928,1,0,3746,0,0,0,0
929,1,7,2842,1,0,0,1
930,1,3,486,0,1,1,1
931,1,2,3445,0,0,0,0
932,1,0,3680,0,0,0,0
933,0,1,1190,0,1,0,1
934,1,5,1011,0,1,1,1
935,1,0,55,0,0,0,0
936,1,0,3747,0,0,0,0
937,0,1,2053,0,0,0,1
938,0,0,2765,0,0,0,0
939,1,0,3354,1,1,0,0
940,0,0,4036,0,0,0,0
941,1,1,3356,0,1,0,0
942,1,1,3249,0,1,0,0
943,1,0,3522,1,1,0,0
944,1,0,2742,0,0,0,0
945,1,1,3678,1,1,0,0
946,1,1,2530,0,0,0,1
947,1,0,2900,0,1,0,0
948,1,1,4096,0,0,1,1
949,1,1,1638,1,1,0,1
950,1,3,2962,1,0,0,1
951,1,0,3339,0,1,0,0
952,1,1,4096,1,0,0,1
953,1,0,3237,0,0,0,0
954,1,1,1288,1,0,1,1
955,1,7,1502,0,0,1,1
956,1,0,3206,0,1,0,0
957,0,1,3548,1,1,0,0
958,1,2,2072,0,1,0,1
959,1,3,91,1,0,0,1
960,1,1,2533,1,1,0,1
961,1,0,3680,0,1,0,0
962,1,3,2284,1,0,0,1
963,1,0,2735,0,1,0,0
964,1,3,2799,1,0,0,1
965,1,3,744,0,1,1,1
966,1,1,3791,0,1,0,0
967,0,1,216,1,0,0,1
968,0,1,1556,1,1,0,1
969,1,1,2404,0,0,0,1
970,1,2,2143,0,1,1,0
971,1,1,2100,0,0,0,0
972,1,1,2382,0,1,0,0
973,0,1,659,1,1,0,1
974,1,1,2849,1,1,0,0
975,1,4,871,0,1,0,1
976,1,1,2677,0,1,0,0
977,0,3,1137,0,1,0,1
978,1,2,1752,0,0,1,0
979,0,1,3222,0,0,0,1
980,1,11,220,0,0,0,1
981,1,4,701,1,1,0,1
982,1,1,2487,1,1,0,0
983,1,2,3791,0,1,1,1
984,0,1,427,0,1,0,1
985,1,0,3394,0,1,0,0
986,0,1,919,0,1,0,0
987,1,3,715,1,1,1,1
988,1,0,3746,0,1,0,0
989,1,3,3521,1,1,0,1
990,1,1,3278,0,0,0,0
991,1,0,3746,1,1,0,0
992,1,1,3229,1,1,0,1
993,0,1,2648,0,0,0,1
994,1,1,868,1,0,0,1
995,1,1,3684,0,1,0,0
996,1,4,442,1,0,0,1
997,1,0,2768,0,1,0,0
998,1,8,1130,1,0,1,1
999,1,1,2828,1,1,0,1
1000,1,0,3522,0,0,0,0
1001,1,0,3403,1,1,0,0
1002,1,1,3242,0,0,0,0
1003,1,3,2200,0,1,1,1
1004,1,1,3024,0,1,0,0
1005,1,1,1010,1,0,0,0
1006,1,3,1242,0,0,1,1
1007,1,2,834,0,0,1,0
1008,0,2,469,0,0,0,1
1009,1,1,2016,0,1,0,1
1010,0,3,1379,0,1,0,1
1011,1,2,2361,1,1,1,0
1012,1,1,427,0,1,0,0
1013,1,0,2773,1,1,0,0
1014,1,1,791,1,1,0,1
1015,1,1,3433,0,1,0,0
1016,0,1,3548,0,0,0,0
1017,1,2,1801,1,1,1,0
1018,1,2,1710,0,1,1,1
1019,1,1,198,0,0,0,0
1020,1,3,1879,0,1,1,1
1021,1,1,2438,1,1,0,1
1022,1,0,2024,1,1,0,0
1023,0,1,1095,0,1,1,0
1024,1,1,1836,1,1,0,1
1025,1,2,549,0,0,0,1
1026,1,4,2052,1,0,0,1
1027,1,2,3706,0,1,0,1
1028,1,1,3360,1,0,0,1
1029,1,4,2240,0,1,1,1
1030,1,1,2802,0,0,0,0
1031,1,1,1577,0,1,0,0
1032,1,1,1052,1,1,0,1
1033,1,6,1122,0,0,1,1
1034,1,0,3680,1,1,0,0
1035,1,5,534,0,0,0,1
1036,1,1,1,1,1,0,1
1037,1,2,492,0,1,0,1
1038,1,1,2285,1,0,0,0
1039,0,0,2781,0,1,0,0
1040,1,2,472,1,1,0,1
1041,1,1,2768,0,1,0,0
1042,1,2,2464,1,1,0,1
1043,1,0,3403,0,1,0,0
1044,1,1,2977,1,1,0,1
1045,0,2,469,1,1,0,1
1046,1,2,3566,1,1,0,1
1047,1,3,2389,0,1,0,1
1048,0,1,2249,1,1,0,1
1049,1,1,4096,1,1,0,1
1050,1,0,2977,0,1,0,0
1051,0,1,2794,1,0,0,0
1052,1,2,1618,0,0,1,0
1053,1,1,3067,0,0,0,1
1054,1,1,3822,1,0,0,0
1055,1,1,513,1,1,0,1
1056,1,2,442,0,0,0,1
1057,1,6,471,0,1,1,1
1058,1,2,1962,1,0,1,0
1059,0,1,1800,0,0,1,0
1060,0,5,1340,1,0,0,1
1061,1,0,1451,0,0,0,0
1062,0,1,912,0,0,0,1
1063,1,1,2752,0,1,1,1
1064,1,2,1379,1,0,1,1
1065,1,2,1415,0,0,1,0
1066,1,6,380,1,1,0,1
1067,1,2,3791,0,0,0,0
1068,1,1,1261,1,0,1,1
1069,1,2,1379,0,0,1,1
1070,1,1,2072,0,1,0,0
1071,1,0,3500,0,1,0,0
1072,1,12,220,0,1,0,1
1073,1,1,3339,1,0,0,1
1074,0,1,604,1,0,0,0
1075,0,2,1521,1,0,1,0
1076,1,2,3444,0,1,0,1
1077,0,2,1582,0,1,0,0
1078,1,0,2905,0,0,0,0
1079,1,1,967,1,0,0,0
1080,1,2,2571,1,1,0,1
1081,1,1,2857,0,0,0,0
1082,1,2,1882,0,0,1,0
1083,0,0,3502,0,1,0,0
1084,1,2,2257,1,0,0,1
1085,0,1,2961,0,1,1,0
1086,1,2,1882,1,0,1,1
1087,1,2,3608,1,0,0,1
1088,0,3,486,0,1,0,1
1089,1,2,490,0,0,0,1
1090,0,1,3040,1,1,0,0
1091,0,1,1318,1,1,0,0
1092,0,2,1920,1,1,0,1
1093,1,2,1882,0,1,1,0
1094,1,0,3694,1,1,0,0
1095,0,1,2978,1,0,0,0
1096,1,2,1882,0,1,1,0
1097,1,1,1010,1,0,0,0
1098,0,7,700,1,0,1,1
1099,1,6,239,1,0,0,1
1100,1,1,486,1,1,0,1
1101,1,2,1882,1,1,1,0
1102,1,1,3009,1,1,0,1
1103,1,1,3311,1,1,0,0
1104,1,2,2460,1,1,0,1
1105,1,3,455,0,0,1,0
1106,1,2,1021,0,1,1,1
1107,1,3,1109,0,0,1,1
1108,1,1,1350,1,1,0,0
1109,1,1,2327,0,0,1,1
1110,1,1,724,1,1,0,1
1111,1,4,1856,1,0,1,0
1112,1,0,3694,0,1,0,0
1113,0,1,828,0,0,0,0
1114,1,1,2506,0,0,0,0
1115,1,2,2960,0,1,1,1
1116,0,1,372,0,0,0,1
1117,1,2,1962,0,0,0,0
1118,1,1,556,1,0,0,1
1119,0,0,3124,0,1,0,0
1120,1,1,2662,1,1,0,0
1121,0,1,3548,1,0,0,0
1122,1,1,2404,0,0,0,0
1123,1,2,1521,0,1,0,0
1124,1,0,3747,1,1,0,0
1125,1,1,23,1,1,0,0
1126,1,1,658,0,1,0,1
1127,0,1,1402,1,0,0,0
1128,1,1,3400,0,0,0,0
1129,1,1,3458,0,0,0,0
1130,1,1,1879,0,0,1,0
1131,1,1,2856,0,0,0,0
1132,1,1,2872,0,0,0,0
1133,0,1,829,0,1,0,1
1134,1,1,1779,0,0,0,0
1135,1,0,1036,1,1,0,0
1136,1,7,360,1,0,0,1
1137,1,1,995,0,1,1,0
1138,1,0,3694,1,1,0,0
1139,0,3,835,1,0,0,1
1140,1,1,890,1,0,0,0
1141,1,0,3159,1,0,0,0
1142,1,1,3292,0,0,0,1
1143,1,1,2467,1,1,0,1
1144,1,1,1619,1,0,0,1
1145,0,1,1079,1,1,0,0
1146,1,1,2739,0,0,0,1
1147,1,4,1877,0,0,0,1
1148,1,0,2877,0,0,0,0
1149,1,1,3286,1,0,0,1
1150,1,0,2786,0,1,0,0
1151,1,0,2900,0,0,0,0
1152,0,0,3747,1,1,0,0
1153,1,1,3822,0,1,0,1
1154,1,1,23,1,1,0,0
1155,1,1,27,0,1,0,0
1156,1,1,868,0,1,0,0
1157,1,1,456,1,0,1,1
1158,1,2,3201,0,1,0,0
1159,1,1,134,0,0,0,1
1160,1,1,4157,1,1,0,1
1161,1,1,204,0,1,0,0
1162,0,1,1617,1,1,0,1
1163,1,0,1583,0,0,0,0
1164,1,1,2863,0,0,0,0
1165,1,3,499,1,1,0,1
1166,1,1,829,1,1,0,1
1167,1,1,220,0,0,0,0
1168,1,0,3403,0,1,0,0
1169,1,3,835,0,0,1,1
1170,1,0,3745,0,0,0,0
1171,0,1,437,0,0,0,1
1172,1,1,2996,0,1,0,0
1173,1,2,2809,0,0,0,1
1174,1,0,3746,0,1,0,0
1175,1,1,4065,0,1,1,1
1176,1,0,3619,0,1,0,0
1177,1,2,3641,1,0,0,0
1178,1,0,2376,1,0,0,0
1179,0,3,743,1,1,1,1
1180,1,2,804,1,0,0,1
1181,1,0,2786,0,1,0,0
1182,0,0,2859,0,1,0,0
1183,1,2,1710,0,0,1,0
1184,1,2,583,1,1,0,1
1185,0,0,2767,0,1,0,0
1186,1,0,3914,0,1,0,0
1187,1,3,471,1,1,0,1
1188,1,5,542,0,0,0,1
1189,1,3,463,0,0,0,1
1190,1,1,925,1,1,0,1
1191,1,1,2863,1,1,0,0
1192,0,0,3522,0,1,0,0
1193,1,1,3587,1,1,0,1
1194,1,1,854,0,1,0,0
1195,1,1,2963,1,1,0,1
1196,0,0,3507,1,1,0,0
1197,1,1,4096,1,0,0,0
1198,0,1,1010,0,1,0,0
1199,1,0,3747,1,0,0,0
1200,0,0,2891,0,1,0,0
1201,1,1,3125,1,0,0,1
1202,1,2,2899,1,1,0,1
1203,1,2,744,0,1,1,0
1204,0,1,2564,0,0,0,0
1205,1,0,3747,0,1,0,0
1206,0,2,3474,1,1,0,1
1207,1,1,1646,0,1,1,0
1208,1,0,3680,0,0,0,0
1209,1,5,525,0,1,0,1
1210,1,0,3353,0,0,0,0
1211,0,0,2765,1,0,0,0
1212,1,0,3114,0,0,0,0
1213,1,1,2558,1,1,0,0
1214,1,1,2634,0,1,0,0
1215,0,4,1018,1,0,0,1
1216,1,2,869,0,1,0,1
1217,1,1,689,1,0,0,0
1218,1,2,2856,0,0,0,1
1219,0,0,2632,0,0,0,0
1220,1,1,2943,1,1,0,1
1221,1,1,2851,0,1,0,0
1222,1,1,2522,0,1,1,0
1223,1,1,3772,0,1,0,0
1224,1,4,37,0,0,1,1
1225,1,0,3401,0,0,0,0
1226,1,2,2318,1,0,0,1
1227,1,2,2165,1,1,0,1
1228,1,1,2838,1,0,0,1
1229,1,0,2730,0,0,0,0
1230,1,0,1451,1,1,0,0
1231,1,6,408,1,0,0,1
1232,1,1,3180,0,0,0,0
1233,0,1,532,0,0,0,0
1234,1,2,2817,1,0,0,1
1235,1,1,3613,0,1,0,0
1236,1,3,1877,1,1,0,1
1237,1,1,3270,0,1,0,1
1238,1,1,3143,0,1,0,1
1239,0,2,511,0,0,1,1
1240,1,0,2009,0,1,0,0
1241,1,3,1017,1,1,0,1
1242,1,1,2744,1,1,0,1
1243,1,2,1521,1,0,1,1
1244,1,1,784,1,1,1,0
1245,0,3,1121,1,1,0,1
1246,1,1,2787,1,1,0,0
1247,1,1,2255,0,1,0,1
1248,0,2,1618,0,1,1,0
1249,1,2,1436,0,1,1,0
1250,1,2,1275,1,1,1,1
1251,0,1,3548,0,0,0,0
1252,0,3,1241,1,0,1,1
1253,1,1,3215,0,0,0,1
1254,1,1,1962,0,0,1,0
1255,1,0,3403,1,1,0,0
1256,1,2,3564,1,0,1,1
1257,1,4,463,0,1,0,1
1258,1,0,2569,1,0,0,0
1259,1,1,1221,1,1,1,1
1260,1,3,1430,0,1,1,1
1261,1,1,364,0,1,0,1
1262,1,0,3694,0,1,0,0
1263,1,4,463,0,0,1,1
1264,1,1,3304,0,0,0,1
1265,0,0,4096,0,0,0,0
1266,1,1,2977,0,0,1,0
1267,1,0,3852,1,0,1,0
1268,1,0,3354,0,1,0,0
1269,0,1,2274,0,0,0,1
1270,1,1,1221,1,1,1,1
1271,1,1,3464,1,1,0,0
1272,1,1,3269,1,0,0,0
1273,1,2,3426,1,0,0,1
1274,1,2,3243,1,0,1,1
1275,1,1,3883,1,0,1,1
1276,1,1,3353,1,0,0,1
1277,1,1,1147,1,1,0,1
1278,1,0,3852,0,0,1,0
1279,1,1,2527,1,0,0,1
1280,1,2,1758,0,0,0,1
1281,1,1,216,0,0,1,0
1282,1,1,792,1,1,1,0
1283,1,1,3717,0,1,0,0
1284,1,1,3755,0,1,0,0
1285,1,1,4188,1,0,0,0
1286,1,1,666,0,0,0,1
1287,1,2,3605,0,0,0,1
1288,1,0,3536,0,1,0,0
1289,0,2,255,1,1,0,1
1290,0,0,2915,0,1,1,0
1291,1,0,3401,0,0,0,0
1292,1,5,1857,0,1,0,1
1293,1,1,890,1,1,0,0
1294,1,1,2807,1,0,0,1
1295,1,0,167,0,0,1,0
1296,1,1,1897,0,0,0,1
1297,1,1,2618,0,0,0,0
1298,0,3,1969,1,0,1,1
1299,1,2,3709,1,1,0,1
1300,1,1,217,1,1,0,1
1301,1,0,2773,1,0,0,0
1302,1,0,3430,0,0,0,0
1303,1,5,295,1,1,1,1
1304,1,0,3944,0,1,0,0
1305,1,1,2914,1,1,0,1
1306,1,0,3680,1,0,0,0
1307,0,1,3328,0,1,0,0
1308,1,2,1521,1,1,1,0
1309,0,2,1752,0,0,1,0
1310,1,0,3746,1,0,0,0
1311,1,4,2850,1,1,1,1
1312,1,2,1752,1,1,1,0
1313,1,5,72,1,1,0,1
1314,1,2,744,0,1,1,0
1315,1,1,2128,0,0,0,0
1316,1,9,1128,1,1,0,1
1317,1,0,3680,0,1,0,0
1318,1,0,3104,0,1,1,0
1319,1,1,2310,0,1,0,1
1320,1,1,897,1,0,0,0
1321,1,3,2235,1,0,0,1
1322,1,1,1878,1,1,0,1
1323,1,1,3020,0,1,0,1
1324,1,2,1592,1,0,1,1
1325,1,4,14,1,0,1,1
1326,1,0,3747,0,1,0,0
1327,1,0,462,0,1,0,0
1328,1,1,2696,0,0,0,1
1329,1,1,3066,0,1,1,0
1330,0,1,2101,0,1,0,1
1331,1,6,1581,0,1,0,1
1332,1,3,1168,0,1,1,1
1333,1,2,1882,0,1,1,0
1334,1,1,2383,0,0,0,1
1335,0,2,2548,1,1,0,1
1336,1,1,2912,0,1,0,1
1337,1,3,1021,1,0,0,1
1338,1,0,4157,1,0,0,0
1339,0,2,1701,0,1,0,1
1340,0,0,3401,1,0,0,0
1341,1,10,289,0,1,0,1
1342,0,0,3401,0,0,0,0
1343,1,2,3374,1,0,0,1
1344,1,1,1491,0,1,0,0
1345,1,1,2719,1,0,0,1
1346,0,1,1228,0,1,0,0
1347,1,0,3694,1,1,0,0
1348,1,1,647,1,0,0,0
1349,1,1,2982,0,1,0,0
1350,1,3,995,1,1,0,1
1351,1,1,178,0,1,0,0
1352,1,2,1780,0,1,1,0
1353,1,1,653,0,0,0,1
1354,1,3,1995,0,1,1,1
1355,1,0,3394,1,0,0,0
1356,1,0,3680,0,1,0,0
1357,0,1,2268,1,1,0,0
1358,1,0,2725,1,1,0,0
1359,1,1,2400,0,1,0,1
1360,1,1,1512,1,0,0,0
1361,1,3,3620,1,0,0,1
1362,1,2,429,0,1,0,1
1363,1,1,2318,0,0,0,1
1364,0,0,3489,0,1,0,0
1365,0,1,1058,1,0,1,0
1366,0,1,28,0,0,0,1
1367,1,0,2173,0,0,0,0
1368,1,3,1879,1,1,1,1
1369,0,0,2982,0,1,0,0
1370,1,2,2891,1,1,0,1
1371,1,2,1920,1,1,1,1
1372,1,2,1646,0,1,1,0
1373,0,3,822,0,0,0,1
1374,0,2,1962,0,0,1,0
1375,1,1,1100,1,0,0,1
1376,0,2,2863,0,1,0,0
1377,0,3,2333,0,1,0,1
1378,1,1,3660,1,1,0,0
1379,1,0,3159,0,0,0,0
1380,1,1,2962,1,1,0,1
1381,1,0,3122,0,0,0,0
1382,1,1,608,1,1,0,0
1383,1,0,2901,0,1,0,0
1384,1,1,3157,1,1,0,1
1385,1,1,890,0,1,0,0
1386,1,1,2400,1,1,0,1
1387,1,1,644,0,1,0,0
1388,1,1,2677,0,0,0,1
1389,1,3,772,0,0,0,1
1390,1,3,2887,0,1,0,1
1391,1,1,1261,1,0,1,1
1392,1,2,1346,0,0,0,0
1393,1,0,2765,0,1,0,0
1394,1,0,2900,1,0,0,0
1395,1,0,2508,0,0,1,0
1396,1,0,2018,0,0,0,0
1397,1,2,1801,0,0,1,0
1398,0,1,255,1,0,0,1
1399,1,2,217,1,1,1,1
1400,0,1,658,0,1,1,1
1401,1,1,2723,0,1,0,0
1402,1,1,2464,0,0,0,1
1403,1,2,1842,0,1,1,0
1404,1,1,2960,0,0,1,1
1405,1,0,3694,0,0,0,0
1406,1,2,1498,0,1,1,0
1407,1,0,1242,0,0,0,0
1408,1,1,3249,0,0,0,0
1409,0,1,2880,1,1,0,0
1410,1,0,2960,0,1,0,0
1411,0,1,2282,0,0,1,0
1412,1,2,1346,0,1,1,0
1413,1,1,1968,1,0,0,0
1414,1,0,3522,1,0,0,0
1415,1,1,3125,1,0,0,0
1416,0,1,687,0,1,1,0
1417,0,1,3458,0,1,0,0
1418,0,0,2728,0,0,0,0
1419,1,1,889,1,0,0,0
1420,1,3,3433,1,1,0,1
1421,1,1,192,0,0,0,0
1422,1,0,2779,1,1,0,0
1423,0,0,3528,0,0,0,0
1424,1,2,3390,0,0,1,1
1425,1,0,3061,0,0,1,0
1426,1,2,2142,0,1,0,1
1427,1,1,2873,1,1,1,1
1428,1,0,553,0,0,0,0
1429,1,1,2848,0,0,0,0
1430,1,2,1995,1,0,1,1
1431,1,1,3461,1,1,0,1
1432,1,0,3536,1,0,0,0
1433,1,5,1240,0,1,0,1
1434,1,0,3747,0,1,0,0
1435,1,1,2324,0,0,0,0
1436,1,0,1044,0,1,1,0
1437,0,3,1498,0,1,1,1
1438,1,1,3465,0,0,0,0
1439,1,0,204,0,1,0,0
1440,1,1,2955,1,0,1,1
1441,1,0,3619,0,1,0,0
1442,1,1,3430,0,1,0,0
1443,0,2,1865,1,0,1,0
1444,1,1,751,0,1,0,1
1445,1,2,3391,0,1,0,0
1446,1,1,3683,0,1,1,0
1447,1,1,2481,1,1,0,1
1448,1,2,3791,0,0,0,1
1449,1,1,120,1,1,0,0
1450,0,1,2599,1,0,0,1
1451,1,2,1135,1,1,0,1
1452,0,0,3747,0,0,0,0
1453,0,1,4036,0,1,1,1
1454,1,0,2186,0,0,0,0
1455,1,5,520,0,0,0,1
1456,0,2,3552,1,1,0,1
1457,0,1,1091,1,0,0,0
1458,1,1,567,1,1,1,1
1459,1,1,167,1,0,0,1
1460,0,0,2803,0,0,0,0
1461,1,0,3401,0,1,0,0
1462,1,0,3745,0,1,0,0
1463,0,1,2697,1,1,0,0
1464,1,2,619,1,1,1,1
1465,0,1,717,1,1,0,1
1466,1,1,3311,0,0,0,0
1467,1,1,27,1,0,0,0
1468,1,0,2837,0,0,0,0
1469,1,2,1149,1,0,0,1
1470,1,1,2213,0,0,0,1
1471,0,0,2879,0,1,0,0
1472,1,2,3405,1,1,0,1
1473,1,1,2900,0,1,0,0
1474,1,1,1647,1,1,0,1
1475,1,2,3374,1,1,0,1
1476,1,1,2305,0,0,0,1
1477,1,1,2856,1,1,0,1
1478,1,1,3600,0,0,1,1
1479,1,4,519,0,1,0,1
1480,1,2,1752,0,0,1,0
1481,1,0,3694,1,1,0,0
1482,0,1,2961,0,1,0,0
1483,1,1,3464,0,1,0,0
1484,1,0,616,0,1,0,0
1485,1,1,3052,1,0,0,1
1486,1,2,2456,1,0,0,1
1487,1,1,1968,0,0,0,0
1488,1,2,3615,0,0,0,1
1489,0,0,3746,1,1,0,0
1490,1,0,1224,0,1,0,0
1491,1,1,1008,1,1,0,0
1492,1,1,3166,0,1,0,0
1493,0,1,976,1,0,0,1
1494,1,1,469,0,0,1,1
1495,1,0,3914,0,0,0,0
1496,1,3,3405,0,0,0,1
1497,1,1,2710,0,0,1,0
1498,1,0,3694,0,0,0,0
1499,1,2,757,0,1,0,1
1500,1,6,79,0,0,0,1
1501,1,1,861,1,1,0,1
1502,0,1,3552,1,1,0,1
1503,1,0,2542,0,0,0,0
1504,1,1,1112,1,1,0,0
1505,1,0,2905,0,0,0,0
1506,1,1,1836,1,1,0,1
1507,1,1,3615,1,0,0,1
1508,1,1,2886,1,0,0,0
1509,0,1,2872,0,0,0,0
1510,1,2,1780,0,1,1,0
1511,1,0,3094,0,0,0,0
1512,1,1,923,1,0,0,0
1513,1,1,1456,0,1,0,0
1514,1,1,3306,0,1,0,0
1515,1,1,2298,1,1,0,0
1516,0,1,3304,0,0,0,1
1517,1,3,3387,1,1,0,1
1518,1,0,2885,0,0,0,0
1519,0,1,2551,0,1,0,1
1520,1,1,2681,1,1,0,1
1521,1,1,2996,1,0,0,1
1522,1,3,1031,1,0,1,1
1523,1,1,2530,0,1,0,1
1524,1,1,2690,0,0,0,0
1525,1,3,2934,0,0,0,1
1526,1,2,3768,1,0,0,1
1527,1,1,574,1,1,0,1
1528,0,4,1521,1,1,1,1
1529,1,5,463,1,1,0,1
1530,1,2,1882,1,0,1,0
1531,1,3,2348,1,0,0,1
1532,0,1,115,0,0,0,1
1533,0,2,1197,1,0,0,1
1534,0,2,987,0,1,1,1
1535,1,1,868,1,1,0,0
1536,1,0,3694,0,0,0,0
1537,0,1,2891,1,1,1,1
1538,1,3,3724,1,0,0,1
1539,1,1,3024,1,1,0,1
1540,1,1,2982,0,1,0,0
1541,1,1,2912,1,1,0,1
1542,0,2,3642,1,1,0,1
1543,1,2,1240,1,0,0,1
1544,0,1,973,1,0,1,1
1545,1,3,216,1,1,0,1
1546,1,1,2583,0,1,0,1
1547,1,0,2373,0,1,0,0
1548,1,3,463,1,0,1,1
1549,1,3,3376,0,0,1,1
1550,1,1,2289,1,0,0,1
1551,1,1,3464,1,0,0,1
1552,1,2,981,0,1,0,0
1553,1,2,2831,0,0,0,1
1554,0,1,822,1,1,0,1
1555,0,1,1232,0,0,0,0
1556,1,1,2831,1,1,0,1
1557,1,1,701,0,1,0,0
1558,1,1,366,0,0,0,0
1559,1,1,2578,1,0,0,1
1560,1,3,1206,0,1,0,1
1561,1,2,835,1,1,0,1
1562,0,2,2233,0,0,0,1
1563,1,2,3709,1,1,0,1
1564,1,2,3704,1,1,0,1
1565,1,1,1267,1,0,0,0
1566,1,1,3241,1,0,0,1
1567,1,0,2728,0,1,0,0
1568,1,1,3243,0,1,0,1
1569,1,0,2618,1,0,0,0
1570,1,0,2900,0,0,0,0
1571,1,1,673,0,1,1,0
1572,1,1,2278,0,0,0,1
1573,1,0,3944,0,1,0,0
1574,1,3,1836,0,0,0,1
1575,1,1,2331,0,1,0,0
1576,1,1,2074,0,1,0,1
1577,1,1,3009,1,0,0,0
1578,0,1,640,1,1,0,1
1579,1,2,1235,0,0,1,0
1580,0,3,1646,0,0,1,1
1581,1,0,899,0,1,0,0
1582,0,2,2803,1,1,0,0
1583,1,2,1868,1,0,0,1
1584,1,1,2467,1,0,0,1
1585,0,3,1722,0,0,1,1
1586,1,0,3680,0,1,0,0
1587,1,1,3265,0,1,0,1
1588,1,2,3684,1,1,0,1
1589,1,1,2618,0,0,0,1
1590,1,0,4127,0,1,0,0
1591,1,2,1226,0,0,1,1
1592,1,2,1582,0,1,0,0
1593,1,1,1240,1,1,0,0
1594,1,2,2375,0,1,1,1
1595,1,5,90,0,0,0,1
1596,1,2,1436,0,0,1,0
1597,1,1,3311,0,0,0,1
1598,1,1,2962,1,1,0,1
1599,1,1,2310,1,0,0,1
1600,1,4,245,1,0,0,1
1601,0,1,1322,0,1,0,0
1602,1,4,77,0,0,1,1
1603,1,1,2192,1,0,0,0
1604,1,1,2690,1,0,0,1
1605,1,1,2829,0,0,1,1
1606,1,1,253,0,1,1,0
1607,1,1,3339,0,0,0,0
1608,1,1,2499,1,0,0,1
1609,0,0,2009,1,0,0,0
1610,1,2,1863,1,0,0,1
1611,1,1,2005,0,1,0,0
1612,0,1,1164,0,0,0,0
1613,1,0,3975,0,1,0,0
1614,1,0,3185,0,1,0,0
1615,1,3,1400,1,0,1,1
1616,1,1,3611,0,0,0,1
1617,1,0,2901,0,0,0,0
1618,1,1,4036,1,1,1,1
1619,0,5,1143,1,0,0,1
1620,1,2,1920,0,1,1,0
1621,1,1,2807,0,0,1,1
1622,1,0,843,0,1,0,0
1623,1,1,3125,1,0,0,0
1624,1,1,1584,0,1,0,1
